branch,workflow_event_trigger,issuer_name,workflow_id,build_duration,total_builds,gh_files_added,gh_files_deleted,gh_files_modified,tests_ran,gh_lines_added,gh_lines_deleted,gh_tests_added,gh_tests_deleted,gh_test_churn,gh_src_churn,gh_is_pr,gh_sloc,gh_description_complexity,gh_src_files,gh_doc_files,gh_other_files,git_num_committers,git_commits,total_jobs,gh_team_size_last_3_month,gh_commits_on_files_touched,gh_num_pr_comments,gh_test_lines_per_kloc,dependencies_count,workflow_size,dockerfile_changed,docker_compose_changed,yaml_has_caching,yaml_has_concurrency,yaml_has_self_hosted,yaml_has_matrix,yaml_max_matrix_size,yaml_services_count,yaml_total_steps,ct_commit_available,is_workflow_commit,workflow_run_count,ct_commit_files,ct_commit_additions,ct_commit_deletions,ct_commit_total_changes,ct_unique_top_dirs,ct_unique_extensions,ct_service_like_dirs_touched,ct_shared_component_touched,ct_workflow_touched,ct_docker_touched,ct_k8s_touched,ct_api_contract_touched,ct_config_touched,ct_infra_touched,ct_scripts_ops_touched,ct_tests_touched,ct_docs_touched,ct_build_manifest_touched,ct_frontend_touched,ct_backend_code_touched,ps_patch_commit_available,ps_patch_files_available,ps_patch_files_missing,ps_patch_hunks,ps_patch_changed_lines,ps_patch_blank_changed_lines,ps_patch_comment_changed_lines,ps_patch_code_changed_lines,ps_import_changed_lines,ps_workflow_patch_files,ps_workflow_step_changed,ps_workflow_run_changed,ps_workflow_uses_changed,ps_workflow_matrix_changed,ps_workflow_timeout_changed,ps_workflow_services_changed,ps_workflow_permissions_changed,ps_workflow_trigger_changed,ps_workflow_needs_if_changed,ps_workflow_action_version_bumps,ps_build_manifest_patch_files,ps_lockfile_patch_files,ps_dependency_version_lines_changed,ps_dependency_declaration_changed,ps_build_task_lines_changed,ps_docker_patch_files,ps_docker_base_image_changes,ps_docker_run_instruction_changes,ps_docker_env_changes,ps_docker_expose_changes,ps_docker_package_install_changes,ps_k8s_patch_files,ps_k8s_image_changes,ps_k8s_env_changes,ps_k8s_resource_changes,ps_k8s_probe_changes,ps_k8s_replica_changes,ps_k8s_port_changes,ps_compose_patch_files,ps_compose_service_changes,ps_compose_port_changes,ps_compose_volume_changes,ps_api_patch_files,ps_http_endpoint_changed,ps_config_patch_files,ps_env_key_changed,ps_url_or_host_changed,ps_test_patch_files,ps_test_case_changed,ps_assert_changed,ps_skip_test_changed,ps_logging_changed,ps_exception_changed,ps_todo_fixme_changed,hour,dow,month,day_or_night,project_age_days,duration_lag_1,window_avg_7,ft_ms_workflow_yaml,ft_ms_api_contracts,ft_ms_jvm_build_and_code,ft_ms_frontend_web,ft_ms_scripts_ops,ft_ms_config_data
2,0,3,108176393,300.0,2447,5,0,5,0,396,2,0,0,0,398,1,2618,348,3,0,7,4,27,1,4,152,0,12.223071046600458,0,67.0,0,0,0,0,0,0,0,0,8,1,1,1,10,396,2,398,5,5,2,0,1,0,0,0,1,0,0,0,0,1,0,1,1,9,1,15,398,44,77,277,7,1,4,0,4,0,0,0,0,3,1,0,2,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,25,0,0,0,0,0,6,2,0,10,1,7,1,0.00011574074074074075,316.0,309.0,1.0,0.0,1.0,0.0,0.0,1.0
2,0,3,108176393,339.0,2446,1,0,4,0,37,0,0,0,0,37,0,2341,0,2,0,3,4,27,1,4,145,0,13.669372063220846,0,67.0,0,0,0,0,0,0,0,0,8,1,1,1,5,37,0,37,3,4,2,0,0,0,0,0,1,0,0,0,0,1,0,1,1,5,0,9,37,5,11,21,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,12,1,7,1,0.00010416666666666667,300.0,310.14285714285717,0.0,0.0,1.0,0.0,0.0,1.0
2,0,3,108176393,325.0,2445,1,0,4,0,37,0,0,0,0,37,1,2639,348,2,0,3,4,27,1,4,145,0,12.125805229253505,0,67.0,0,0,0,0,0,0,0,0,8,1,1,1,5,37,0,37,3,4,2,0,0,0,0,0,1,0,0,0,0,1,0,1,1,5,0,9,37,5,11,21,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,12,1,7,1,0.00011574074074074075,339.0,312.57142857142856,0.0,0.0,1.0,0.0,0.0,1.0
2,0,3,108176393,328.0,2444,1,0,3,0,75,11,0,0,0,86,0,2699,0,1,0,3,4,27,1,4,10,0,11.856243052982586,0,67.0,0,0,0,0,0,0,0,0,8,1,1,1,4,75,11,86,3,3,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,4,0,5,86,6,4,76,0,1,4,0,4,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,4,0,0,15,1,7,1,0.0007638888888888889,325.0,316.14285714285717,1.0,0.0,1.0,0.0,0.0,1.0
2,0,3,108176393,323.0,2443,0,0,1,0,6,0,0,0,0,6,0,2341,0,0,0,1,4,27,1,4,0,0,13.669372063220846,0,67.0,0,0,0,0,0,0,0,0,8,1,1,1,1,6,0,6,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,6,0,0,6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,7,1,0.00010416666666666667,328.0,320.42857142857144,1.0,0.0,0.0,0.0,0.0,0.0
2,0,3,108176393,315.0,2442,0,0,2,0,8,0,0,0,0,8,0,2341,0,0,0,2,4,27,1,4,2,0,13.669372063220846,0,67.0,0,0,0,0,0,0,0,0,8,1,1,1,2,8,0,8,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2,0,2,8,0,0,8,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,1,7,1,0.00016203703703703703,323.0,320.85714285714283,1.0,0.0,0.0,0.0,0.0,0.0
2,0,3,108176393,332.0,2441,0,0,2,0,9,1,0,0,0,10,0,2341,0,0,0,2,4,27,1,4,2,0,13.669372063220846,0,67.0,0,0,0,0,0,0,0,0,8,1,1,1,2,9,1,10,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2,0,2,10,0,0,10,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16,1,7,1,0.00011574074074074075,315.0,320.85714285714283,1.0,0.0,0.0,0.0,0.0,0.0
2,0,3,108176393,315.0,2440,0,0,2,0,9,1,0,0,0,10,0,2341,0,0,0,2,4,27,1,4,2,0,13.669372063220846,0,67.0,0,0,0,0,0,0,0,0,8,1,1,1,2,9,1,10,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2,0,2,10,0,0,10,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16,1,7,1,0.00010416666666666667,332.0,323.14285714285717,1.0,0.0,0.0,0.0,0.0,0.0
2,0,3,108176393,326.0,2439,0,0,2,0,9,1,0,0,0,10,0,2341,0,0,0,2,4,27,1,4,2,0,13.669372063220846,0,67.0,0,0,0,0,0,0,0,0,8,1,1,1,2,9,1,10,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2,0,2,10,0,0,10,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16,1,7,1,0.00010416666666666667,315.0,325.2857142857143,1.0,0.0,0.0,0.0,0.0,0.0
2,0,3,108176393,324.0,2438,0,0,2,0,9,1,0,0,0,10,0,2341,0,0,0,2,4,27,1,4,2,0,13.669372063220846,0,67.0,0,0,0,0,0,0,0,0,8,1,1,1,2,9,1,10,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2,0,2,10,0,0,10,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16,1,7,1,0.00010416666666666667,326.0,323.42857142857144,1.0,0.0,0.0,0.0,0.0,0.0
