branch,workflow_event_trigger,issuer_name,workflow_id,build_duration,total_builds,gh_files_added,gh_files_deleted,gh_files_modified,tests_ran,gh_lines_added,gh_lines_deleted,gh_tests_added,gh_tests_deleted,gh_test_churn,gh_src_churn,gh_is_pr,gh_sloc,gh_description_complexity,gh_src_files,gh_doc_files,gh_other_files,git_num_committers,git_commits,total_jobs,gh_team_size_last_3_month,gh_commits_on_files_touched,gh_num_pr_comments,gh_test_lines_per_kloc,dependencies_count,workflow_size,dockerfile_changed,docker_compose_changed,yaml_has_caching,yaml_has_concurrency,yaml_has_self_hosted,yaml_has_matrix,yaml_max_matrix_size,yaml_services_count,yaml_total_steps,ct_commit_available,is_workflow_commit,workflow_run_count,ct_commit_files,ct_commit_additions,ct_commit_deletions,ct_commit_total_changes,ct_unique_top_dirs,ct_unique_extensions,ct_service_like_dirs_touched,ct_shared_component_touched,ct_workflow_touched,ct_docker_touched,ct_k8s_touched,ct_api_contract_touched,ct_config_touched,ct_infra_touched,ct_scripts_ops_touched,ct_tests_touched,ct_docs_touched,ct_build_manifest_touched,ct_frontend_touched,ct_backend_code_touched,ps_patch_commit_available,ps_patch_files_available,ps_patch_files_missing,ps_patch_hunks,ps_patch_changed_lines,ps_patch_blank_changed_lines,ps_patch_comment_changed_lines,ps_patch_code_changed_lines,ps_import_changed_lines,ps_workflow_patch_files,ps_workflow_step_changed,ps_workflow_run_changed,ps_workflow_uses_changed,ps_workflow_matrix_changed,ps_workflow_timeout_changed,ps_workflow_services_changed,ps_workflow_permissions_changed,ps_workflow_trigger_changed,ps_workflow_needs_if_changed,ps_workflow_action_version_bumps,ps_build_manifest_patch_files,ps_lockfile_patch_files,ps_dependency_version_lines_changed,ps_dependency_declaration_changed,ps_build_task_lines_changed,ps_docker_patch_files,ps_docker_base_image_changes,ps_docker_run_instruction_changes,ps_docker_env_changes,ps_docker_expose_changes,ps_docker_package_install_changes,ps_k8s_patch_files,ps_k8s_image_changes,ps_k8s_env_changes,ps_k8s_resource_changes,ps_k8s_probe_changes,ps_k8s_replica_changes,ps_k8s_port_changes,ps_compose_patch_files,ps_compose_service_changes,ps_compose_port_changes,ps_compose_volume_changes,ps_api_patch_files,ps_http_endpoint_changed,ps_config_patch_files,ps_env_key_changed,ps_url_or_host_changed,ps_test_patch_files,ps_test_case_changed,ps_assert_changed,ps_skip_test_changed,ps_logging_changed,ps_exception_changed,ps_todo_fixme_changed,hour,dow,month,day_or_night,project_age_days,duration_lag_1,window_avg_7,ft_ms_workflow_yaml,ft_ms_api_contracts,ft_ms_jvm_build_and_code,ft_ms_frontend_web,ft_ms_scripts_ops,ft_ms_config_data
2,0,7,6192976,434.0,2166,0,0,1,0,2,0,0,0,0,2,1,84376,80,0,0,1,147,9757,1,12,7,0,843.7114819379918,47,40,0,0,1,0,0,0,0,0,8,1,1,1,1,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,7,1,0.00015046296296296297,455.0,408.2857142857143,0.0,0.0,1.0,0.0,0.0,0.0
1,1,7,6192976,390.0,2165,0,0,2,0,4,9,0,0,0,13,1,84376,80,0,0,2,147,9758,1,12,0,0,843.7114819379918,47,40,0,0,1,0,0,0,0,0,8,1,1,1,2,4,9,13,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,3,13,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,7,1,9.259259259259259e-05,434.0,410.85714285714283,0.0,0.0,1.0,0.0,0.0,0.0
2,0,11,6192976,433.0,2162,0,0,1,0,1,1,0,0,0,2,0,84376,0,0,0,1,147,9758,1,12,27,0,843.7114819379918,47,40,0,0,1,0,0,0,0,0,8,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,7,1,5.787037037037037e-05,390.0,412.57142857142856,0.0,0.0,1.0,0.0,0.0,0.0
2,0,7,6192976,441.0,2147,1,0,4,0,95,5,0,0,0,100,1,84462,92,1,0,4,147,9759,1,10,2,2,842.8524069995974,47,40,0,0,1,0,0,0,0,0,8,1,1,1,5,95,5,100,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,0,7,100,5,1,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,7,0,0.0005787037037037037,433.0,412.7142857142857,0.0,0.0,0.0,0.0,0.0,0.0
2,0,7,6192976,446.0,2146,0,0,1,0,8,1,0,0,0,9,1,84462,92,0,0,1,147,9760,1,10,3,2,842.8524069995974,47,40,0,0,1,0,0,0,0,0,8,1,1,1,1,8,1,9,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,9,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,7,0,0.0001273148148148148,441.0,412.7142857142857,0.0,0.0,0.0,0.0,0.0,0.0
2,0,7,6192976,391.0,2145,0,0,1,0,0,1,0,0,0,1,1,84461,92,0,0,1,147,9761,1,10,3,2,842.8623861900759,47,40,0,0,1,0,0,0,0,0,8,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,4,7,0,0.0001273148148148148,446.0,423.7142857142857,0.0,0.0,0.0,0.0,0.0,0.0
2,0,8,6192976,400.0,2144,0,0,1,0,1,1,0,0,0,2,1,84461,92,0,0,1,147,9762,1,10,4,2,842.8623861900759,47,40,0,0,1,0,0,0,0,0,8,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,4,7,0,5.787037037037037e-05,391.0,427.14285714285717,0.0,0.0,0.0,0.0,0.0,0.0
2,0,7,6192976,388.0,2143,0,0,2,0,7,7,0,0,0,14,1,84455,92,1,0,1,147,9764,1,9,0,2,842.9222662956604,47,40,0,0,1,0,0,0,0,0,8,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,7,1,0.00020833333333333335,400.0,419.2857142857143,0.0,0.0,0.0,0.0,0.0,0.0
1,1,7,6192976,446.0,2142,1,0,5,0,103,7,0,0,0,110,1,84455,92,1,0,5,147,9765,1,9,0,2,842.9222662956604,47,40,0,0,1,0,0,0,0,0,8,1,1,1,6,103,7,110,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6,0,8,110,5,14,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,7,0,3.472222222222222e-05,388.0,412.7142857142857,0.0,0.0,0.0,0.0,0.0,0.0
2,0,11,6192976,441.0,2139,0,0,1,0,1,1,0,0,0,2,0,84455,0,0,0,1,147,9766,1,9,27,0,842.9222662956604,47,40,0,0,1,0,0,0,0,0,8,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,7,0,4.6296296296296294e-05,446.0,420.7142857142857,0.0,0.0,1.0,0.0,0.0,0.0
